台灣,彰化縣,田中鎮,23.85,120.58333
台灣,苗栗縣,銅鑼鄕,24.46667,120.8
台灣,屏東縣,牡丹鄉,22.15,120.8
台灣,臺中市,大安區,24.36667,120.58333
台灣,高雄市,桃源區,23.2,120.83333
台灣,臺中市,霧峰區,24.05,120.71667
福建省,金門縣,烈嶼鄉,24.42982,118.23714
台灣,台南市,學甲區,23.25,120.18333
台灣,新北市,樹林區,24.98333,121.4
台灣,彰化縣,二水鄉,23.81667,120.61667
台灣,台東縣,卑南鄉,22.76667,121
台灣,台東縣,關山鎮,23.03778,121.17653
台灣,台南市,玉井區,23.11667,120.46667
台灣,屏東縣,萬巒鄉,22.58333,120.58333
台灣,苗栗縣,西湖鄉,24.55,120.76667
台灣,花蓮縣,豐濱鄉,23.58333,121.48333
台灣,苗栗縣,大湖鄕,24.4,120.85
台灣,高雄市,茄萣區,22.88535,120.19524
台灣,雲林縣,土庫鎮,23.7,120.35
台灣,高雄市,旗山區,22.86667,120.46667
台灣,臺中市,東區,24.13743,120.69703
台灣,新竹縣,北埔鄉,24.68333,121.06667
台灣,苗栗縣,後龍鎮,24.61667,120.76667
台灣,南投縣,集集鎮,23.83333,120.78333
福建省,金門縣,金城鎮,24.4129,118.3134
福建省,連江縣,東引鄉,26.36665,120.48912
台灣,澎湖縣,湖西鄉,23.58333,119.63333
台灣,台東縣,臺東市,22.75,121.11667
台灣,台南市,白河區,23.36667,120.45
台灣,台南市,仁德區,22.95,120.23333
台灣,嘉義縣,民雄鄉,23.55,120.45
台灣,彰化縣,埔心鄉,23.96667,120.53333
台灣,新竹縣,湖口鄉,24.88333,121.05
台灣,花蓮縣,花蓮市,24,121.6
台灣,屏東縣,佳冬鄉,22.43333,120.53333
台灣,高雄市,六龜區,23.01667,120.65
台灣,澎湖縣,西嶼鄉,23.60867,119.51134
台灣,嘉義縣,太保市,23.48333,120.33333
台灣,屏東縣,鹽埔鄉,22.73333,120.56667
台灣,高雄市,新興區,22.62997,120.30672
台灣,雲林縣,四湖鄉,23.65,120.2
台灣,高雄市,美濃區,22.9,120.55
台灣,台南市,下營區,23.23333,120.26667
台灣,苗栗縣,通霄鎮,24.48333,120.7
台灣,南投縣,草屯镇,23.98333,120.73333
台灣,嘉義縣,竹崎鄉,23.51667,120.58333
台灣,屏東縣,南州鄉,22.48333,120.51667
台灣,南投縣,鹿谷鄉,23.73333,120.76667
台灣,彰化縣,員林鎮,23.95,120.58333
台灣,高雄市,梓官區,22.75,120.25
台灣,高雄市,彌陀區,22.78333,120.23333
台灣,屏東縣,九如鄉,22.73333,120.48333
台灣,台南市,永康區,23.03333,120.25
台灣,台南市,官田區,23.2,120.33333
台灣,新北市,五股區,25.1,121.43333
台灣,彰化縣,溪湖鎮,23.95,120.48333
台灣,臺中市,烏日區,24.08333,120.61667
台灣,台南市,楠西區,23.18333,120.51667
台灣,高雄市,鼓山區,22.64813,120.27408
台灣,苗栗縣,卓蘭鎮,24.33333,120.85
台灣,嘉義縣,水上鄉,23.43333,120.41667
台灣,嘉義縣,朴子市,23.45,120.25
台灣,基隆市,安樂區,25.14847,121.69998
台灣,彰化縣,芬園鄉,24.01667,120.61667
台灣,南投縣,信義鄉,23.66667,121.01667
台灣,臺中市,神岡區,24.26667,120.66667
台灣,高雄市,旗津區,22.58292,120.28908
台灣,花蓮縣,鳳林鎮,23.73333,121.45
台灣,屏東縣,滿州鄉,22.05,120.83333
台灣,台東縣,金峰鄉,22.56667,120.85
台灣,花蓮縣,光復鄉,23.65,121.43333
台灣,桃園市,八德區,24.95,121.28333
台灣,高雄市,燕巢區,22.8,120.36667
台灣,嘉義縣,義竹鄉,23.36667,120.21667
台灣,雲林縣,崙背鄉,23.78333,120.33333
台灣,雲林縣,大埤鄉,23.65,120.41667
台灣,彰化縣,花壇鄉,24.03333,120.55
台灣,新北市,三重區,25.06667,121.48333
福建省,金門縣,金沙鎮,24.48812,118.42041
台灣,台南市,新市區,23.08333,120.26667
台灣,高雄市,茂林區,22.92005,120.75237
台灣,花蓮縣,萬榮鄉,23.73333,121.31667
台灣,澎湖縣,馬公市,23.5634,119.58683
台灣,新竹縣,五峰鄉,24.58333,121.13333
台灣,屏東縣,萬丹鄉,22.58333,120.46667
台灣,台東縣,東河鄉,22.98333,121.25
台灣,雲林縣,臺西鄉,23.71667,120.2
台灣,高雄市,大寮區,22.58333,120.4
台灣,台南市,關廟區,22.95824,120.33171
台灣,新北市,汐止區,25.08333,121.65
台灣,高雄市,岡山區,22.8,120.3
台灣,台南市,新化區,23.03333,120.33333
台灣,台南市,柳營區,23.28333,120.35
台灣,屏東縣,崁頂鄉,22.51667,120.48333
台灣,新竹市,北區,24.81641,120.94934
台灣,雲林縣,東勢鄉,23.7,120.25
台灣,臺中市,南區,24.12118,120.66465
台灣,台南市,大內區,23.15,120.38333
台灣,雲林縣,褒忠鄉,23.71667,120.3
台灣,高雄市,鳳山區,22.61667,120.35
台灣,台南市,北區,23.01011,120.20592
台灣,臺中市,大甲區,24.36194,120.62833
台灣,屏東縣,恆春鎮,22,120.75
台灣,台南市,安南區,23.04877,120.1526
台灣,新北市,烏來區,24.8,121.53333
台灣,高雄市,前鎮區,22.5924,120.31246
台灣,新北市,淡水區,25.2,121.45
台灣,嘉義縣,阿里山鄉,23.44091,120.75965
台灣,雲林縣,莿桐鄉,23.76667,120.53333
台灣,嘉義縣,番路鄉,23.43333,120.6
台灣,新竹縣,竹北市,24.83333,121
台灣,彰化縣,鹿港鎮,24.08333,120.45
台灣,花蓮縣,秀林鄉,24.1,121.48333
台灣,宜蘭縣,壯圍鄉,24.76667,121.8
台灣,嘉義縣,東石鄉,23.46667,120.18333
台灣,高雄市,甲仙區,23.11667,120.61667
台灣,高雄市,楠梓區,22.7208,120.30037
台灣,雲林縣,林內鄉,23.75,120.61667
台灣,臺中市,清水區,24.27361,120.58
台灣,苗栗縣,公館鄉,24.5,120.83333
台灣,台南市,歸仁區,22.95,120.28333
台灣,高雄市,鹽埕區,22.62394,120.28442
台灣,新北市,三芝區,25.23333,121.51667
台灣,新竹縣,芎林鄉,24.76667,121.1
台灣,高雄市,橋頭區,22.75,120.3
台灣,台南市,麻豆區,23.2,120.23333
台灣,臺中市,潭子區,24.21611,120.70611
福建省,金門縣,烏坵鄉,24.99189,119.45263
台灣,台北市,中山區,25.06667,121.53333
台灣,苗栗縣,頭屋鄉,24.56667,120.86667
台灣,台南市,東區,22.98189,120.22819
台灣,台北市,大安區,25.03333,121.53333
台灣,新北市,永和區,25.00897,121.52007
台灣,台北市,中正區,25.04097,121.51634
台灣,桃園市,大園區,25.06667,121.2
台灣,屏東縣,春日鄉,22.38333,120.7
台灣,宜蘭縣,礁溪鄉,24.81667,121.73333
台灣,台北市,萬華區,25.02937,121.49735
台灣,雲林縣,西螺鎮,23.78333,120.45
台灣,臺中市,西屯區,24.17432,120.62576
台灣,屏東縣,三地門鄉,22.8,120.68333
台灣,雲林縣,斗南鎮,23.68333,120.48333
台灣,彰化縣,竹塘鄉,23.86667,120.4
台灣,台東縣,海端鄉,23.13333,121.03333
台灣,台南市,安定區,23.09568,120.22236
台灣,新北市,金山區,25.21667,121.6
台灣,基隆市,仁愛區,25.12,121.74333
台灣,彰化縣,永靖鄉,23.93333,120.53333
台灣,新北市,新店區,24.93333,121.51667
台灣,雲林縣,水林鄉,23.56667,120.23333
台灣,台南市,鹽水區,23.3,120.233
台灣,高雄市,三民區,22.64992,120.31789
台灣,屏東縣,獅子鄉,22.23333,120.75
台灣,台東縣,池上鄉,23.1,121.21667
台灣,嘉義縣,布袋鎮,23.38333,120.18333
台灣,新竹縣,橫山鄉,24.71667,121.13333
台灣,高雄市,林園區,22.51667,120.38333
台灣,屏東縣,瑪家鄉,22.66667,120.68333
台灣,台南市,新營區,23.3,120.28333
台灣,高雄市,路竹區,22.85,120.26667
台灣,臺中市,大里區,24.09833,120.68583
台灣,嘉義縣,鹿草鄉,23.4,120.3
台灣,高雄市,阿蓮區,22.86667,120.31667
台灣,花蓮縣,卓溪鄉,23.4,121.16667
台灣,桃園市,新屋區,24.98333,121.06667
台灣,桃園市,大溪區,24.86667,121.28333
台灣,台北市,南港區,25.03333,121.6
台灣,新北市,板橋區,25.01667,121.45
台灣,高雄市,大樹區,22.71667,120.41667
台灣,新北市,鶯歌區,24.95,121.33333
台灣,新北市,瑞芳區,25.1,121.81667
台灣,彰化縣,北斗鎮,23.86667,120.53333
台灣,花蓮縣,富里鄉,23.21667,121.3
台灣,台北市,士林區,25.13333,121.55
台灣,臺中市,豐原區,24.25,120.73333
台灣,宜蘭縣,宜蘭市,24.75032,121.75692
台灣,宜蘭縣,頭城鎮,24.9,121.85
台灣,南投縣,名間鄉,23.85,120.66667
台灣,台北市,文山區,25,121.55
台灣,基隆市,中山區,25.15009,121.7329
台灣,台南市,中西區,22.99528,120.19355
台灣,南投縣,水里鄉,23.81667,120.85
台灣,臺中市,大肚區,24.15139,120.54639
台灣,台東縣,蘭嶼鄕,22.04639,121.53833
台灣,台南市,六甲區,23.21667,120.36667
台灣,臺中市,和平區,24.28333,121.16667
台灣,高雄市,那瑪夏區,23.26342,120.72108
台灣,台南市,山上區,23.1,120.36667
台灣,彰化縣,芳苑鄉,23.96667,120.35
台灣,台南市,安平區,22.9898,120.16422
台灣,桃園市,平鎮區,24.93333,121.21667
台灣,宜蘭縣,三星鄉,24.68333,121.65
台灣,台南市,佳里區,23.16667,120.18333
台灣,嘉義縣,中埔鄉,23.4,120.53333
台灣,彰化縣,線西鄉,24.1375,120.46917
台灣,新竹縣,新豐鄉,24.9,120.98333
台灣,新竹縣,竹東鎮,24.73333,121.08333
台灣,花蓮縣,玉里鎮,23.38333,121.35
台灣,苗栗縣,泰安鄉,24.41667,121.06667
台灣,彰化縣,大城鄉,23.86667,120.31667
台灣,基隆市,信義區,25.12586,121.77263
台灣,彰化縣,福興鄉,24.03333,120.43333
台灣,台北市,內湖區,25.08333,121.58333
台灣,彰化縣,大村鄉,24,120.55
台灣,臺中市,大雅區,24.22417,120.64778
台灣,嘉義縣,六腳鄉,23.51667,120.26667
台灣,基隆市,暖暖區,25.08103,121.74476
台灣,屏東縣,車城鄉,22.08333,120.75
台灣,彰化縣,伸港鄉,24.17194,120.49
福建省,金門縣,金湖鎮,24.44322,118.41707
台灣,臺中市,南屯區,24.14157,120.61795
台灣,嘉義縣,溪口鄉,23.6,120.4
福建省,連江縣,南竿鄉,26.14954,119.92821
台灣,台南市,龍崎區,22.96667,120.38333
台灣,雲林縣,古坑鄉,23.65,120.58333
台灣,桃園市,楊梅區,24.91667,121.11667
台灣,澎湖縣,七美鄉,23.21137,119.43169
台灣,台東縣,太麻里鄉,22.58333,120.98333
台灣,宜蘭縣,五結鄉,24.68333,121.8
台灣,新北市,新莊區,25.03333,121.45
台灣,屏東縣,枋寮鄉,22.4,120.6
台灣,台東縣,大武鄉,22.4,120.88333
福建省,金門縣,金寧鄉,24.45714,118.32802
台灣,宜蘭縣,南澳鄉,24.46667,121.65
台灣,彰化縣,二林鎮,23.91667,120.4
台灣,南投縣,中寮鄉,23.91667,120.78333
台灣,桃園市,觀音區,25.03333,121.11667
台灣,彰化縣,秀水鄉,24.03333,120.5
台灣,台北市,北投區,25.15,121.51667
台灣,新北市,貢寮區,25.03333,121.91667
台灣,台東縣,成功鎮,23.11667,121.35
台灣,嘉義縣,大林鎮,23.6,120.48333
台灣,南投縣,埔里鎮,23.98333,120.93333
台灣,彰化縣,埤頭鄉,23.88333,120.46667
台灣,新竹縣,尖石鄉,24.61667,121.26667
台灣,宜蘭縣,冬山鄉,24.65,121.75
台灣,臺中市,石岡區,24.26667,120.78333
台灣,桃園市,龍潭區,24.86667,121.2
台灣,高雄市,苓雅區,22.6234,120.32015
